32.447,4841.291,-16.238,141.234
32.497,4840.467,-16.718,142.838
32.547,4839.619,-17.198,145.245
32.597,4838.747,-17.68,146.906
32.647,4837.851,-18.162,148.568
32.697,4836.931,-18.645,150.172
32.747,4835.987,-19.128,152.292
32.797,4835.018,-19.612,154.527
32.847,4834.025,-20.097,155.673
32.897,4833.008,-20.583,158.194
32.947,4831.967,-21.069,160.199
32.997,4830.901,-21.556,161.46
33.047,4829.811,-22.043,162.835
33.097,4828.697,-22.53,164.668
33.147,4827.558,-23.018,165.929
33.197,4826.395,-23.506,167.074
33.247,4825.208,-23.994,168.851
33.297,4823.996,-24.483,171.2
33.347,4822.76,-24.972,172.174
33.397,4821.499,-25.461,174.351
33.447,4820.213,-25.95,175.612
33.497,4818.904,-26.44,176.987
33.547,4817.569,-26.93,177.846
33.597,4816.211,-27.42,178.877
33.647,4814.827,-27.91,179.622
33.697,4813.42,-28.396,179.508
33.747,4811.988,-28.877,178.534
33.797,4810.532,-29.357,178.304
33.847,4809.052,-29.836,177.502
33.897,4807.548,-30.315,176.586
33.947,4806.021,-30.792,175.898
33.997,4804.469,-31.269,174.466
34.047,4802.894,-31.744,172.804
34.097,4801.295,-32.217,171.372
34.147,4799.672,-32.689,170.34
34.197,4798.026,-33.158,169.194
34.247,4796.356,-33.625,167.246
34.297,4794.664,-34.088,165.814
34.347,4792.948,-34.548,163.981
34.397,4791.209,-35.004,162.434
34.447,4789.447,-35.454,160.371
34.497,4787.664,-35.899,159.225
34.547,4785.858,-36.339,157.506
34.597,4784.03,-36.773,156.016
34.647,4782.18,-37.199,154.813
34.697,4780.31,-37.62,153.725
34.747,4778.419,-38.034,152.751
34.797,4776.507,-38.442,152.12
34.847,4774.574,-38.844,151.49
34.897,4772.622,-39.241,150.631
34.947,4770.65,-39.63,149.886
34.997,4768.659,-40.013,149.084
35.047,4766.649,-40.391,148.511
35.097,4764.62,-40.762,147.88
35.147,4762.573,-41.129,147.651
35.197,4760.508,-41.493,147.766
35.247,4758.424,-41.854,147.537
35.297,4756.322,-42.213,147.823
35.347,4754.203,-42.572,148.052
35.397,4752.065,-42.932,149.141
35.447,4749.909,-43.295,149.657
35.497,4747.735,-43.661,150.86
35.547,4745.543,-44.032,151.719
35.597,4743.332,-44.406,152.235
35.647,4741.102,-44.784,153.61
35.697,4738.854,-45.168,154.699
35.747,4736.586,-45.558,155.845
35.797,4734.298,-45.954,157.277
35.847,4731.99,-46.356,158.595
35.897,4729.662,-46.763,159.855
35.947,4727.314,-47.176,161.173
35.997,4724.944,-47.594,162.376
36.047,4722.554,-48.016,163.465
36.097,4720.143,-48.443,164.955
36.147,4717.71,-48.874,166.272
36.197,4715.255,-49.309,167.017
36.247,4712.779,-49.746,167.991
36.297,4710.281,-50.185,168.507
36.347,4707.76,-50.625,169.309
36.397,4705.218,-51.067,169.767
36.447,4702.654,-51.509,169.882
36.497,4700.067,-51.952,169.939
36.547,4697.458,-52.394,170.168
36.597,4694.828,-52.836,169.882
36.647,4692.175,-53.276,169.596
36.697,4689.5,-53.715,169.424
36.747,4686.803,-54.152,169.137
36.797,4684.085,-54.586,168.793
36.847,4681.345,-55.018,168.106
36.897,4678.583,-55.446,167.705
36.947,4675.8,-55.87,166.903
36.997,4672.996,-56.289,166.272
37.047,4670.172,-56.702,165.241
37.097,4667.326,-57.107,164.095
37.147,4664.461,-57.505,163.121
37.197,4661.576,-57.893,161.975
37.247,4658.672,-58.271,160.485
37.297,4655.749,-58.636,159.168
37.347,4652.808,-58.989,158.022
37.397,4649.85,-59.331,157.277
37.447,4646.876,-59.662,156.475
37.497,4643.884,-59.98,155.443
37.547,4640.878,-60.286,154.469
37.597,4637.856,-60.58,153.782
37.647,4634.82,-60.866,153.438
37.697,4631.77,-61.145,153.037
37.747,4628.706,-61.417,152.922
37.797,4625.628,-61.688,153.266
37.847,4622.537,-61.959,153.266
37.897,4619.432,-62.23,153.667
37.947,4616.314,-62.505,154.24
37.997,4613.181,-62.787,155.1
38.047,4610.035,-63.077,156.016
38.097,4606.873,-63.376,156.99
38.147,4603.697,-63.685,158.022
38.197,4600.505,-64.004,159.225
38.247,4597.296,-64.333,160.199
38.297,4594.071,-64.671,161.23
38.347,4590.829,-65.017,162.376
38.397,4587.57,-65.372,163.35
38.447,4584.292,-65.734,164.267
38.497,4580.996,-66.102,165.184
38.547,4577.682,-66.474,165.642
38.597,4574.349,-66.849,166.33
38.647,4570.997,-67.227,166.616
38.697,4567.626,-67.606,166.903
38.747,4564.236,-67.985,167.074
38.797,4560.827,-68.363,167.132
38.847,4557.4,-68.738,166.788
38.897,4553.954,-69.108,166.444
38.947,4550.489,-69.473,165.814
38.997,4547.007,-69.83,165.184
39.047,4543.506,-70.179,164.496
39.097,4539.989,-70.518,163.809
39.147,4536.455,-70.846,162.892
39.197,4532.904,-71.158,161.631
39.247,4529.339,-71.454,160.428
39.297,4525.759,-71.732,159.225
39.347,4522.166,-71.992,158.136
39.397,4518.56,-72.232,156.99
39.447,4514.943,-72.456,156.417
39.497,4511.315,-72.664,155.673
39.547,4507.677,-72.858,154.985
39.597,4504.03,-73.039,154.527
39.645,4500.521,-73.206,154.412
